xID,Tech,Activity Date/Time,Activity,Job,Lat,Long
349,5467,21/11/2011 6:00,LOCATION,,-28.028164,153.426047
350,5629,21/11/2011 6:00,LOCATION,,-28.046667,153.420124
351,5630,21/11/2011 6:00,LOCATION,,-28.1260414,153.4255251
352,29535,21/11/2011 6:00,LOCATION,,-28.006297,153.353613
353,5237,21/11/2011 8:04,On site,M051154AU1-399-7257,-28.01043135,153.4064952
354,5258,21/11/2011 8:19,On site,M008455AU1-399-5239,-28.0132104,153.4309306
355,5237,21/11/2011 8:41,On site,M008210AU1-399-4996,-28.0005385,153.4141875
356,5629,21/11/2011 9:00,On site,M008077AU1-399-4869,-28.06698909,153.4439173
357,5237,21/11/2011 9:29,On site,M051102AU1-399-4135,-28.00244968,153.4114672
358,5629,21/11/2011 9:45,On site,M093648AU1-399-28357,-28.07401217,153.4445001
359,5630,21/11/2011 9:48,On site,M093067AU1-399-26590,-28.1696161,153.5421658
360,5320,21/11/2011 10:12,On site,M009667AU1-399-5685,-28.0011707,153.4283167
361,5237,21/11/2011 10:41,On site,M008389AU1-399-5172,-28.001513,153.413684
362,5258,21/11/2011 11:01,On site,M051098AU1-399-3975,-28.0026147,153.427622
363,5630,21/11/2011 11:06,On site,M090120AU3-399-22389,-28.1686769,153.5437225
364,5629,21/11/2011 12:38,On site,M008887AU1-399-5682,-28.01453112,153.4315882
365,5237,21/11/2011 13:53,On site,L003333AU1-399-1791,-28.0642217,153.4018191
366,5629,21/11/2011 14:23,On site,M092985AU1-399-254,-28.05244554,153.4396475
367,5237,21/11/2011 14:47,On site,L003547AU1-399-960,-28.0642217,153.4018191
368,5258,21/11/2011 15:17,On site,M092932AU1-399-5703,-28.0056235,153.4279965
369,5241,21/11/2011 18:19,On site,M006026AU1-399-2901,-27.9958642,153.4276743
370,1049,21/11/2011  19:00:00 AM,LOCATION,,-28.030336,153.403252
371,5237,21/11/2011  19:00:00 AM,LOCATION,,-28.104892,153.461403
372,5241,21/11/2011  19:00:00 AM,LOCATION,,-27.953372,153.376648
373,5258,21/11/2011  19:00:00 AM,LOCATION,,-28.04632,153.420161
374,5320,21/11/2011  19:00:00 AM,LOCATION,,-27.949808,153.353281
375,5467,21/11/2011  19:00:00 AM,LOCATION,,-28.028164,153.426047
376,5629,21/11/2011  19:00:00 AM,LOCATION,,-28.046667,153.420124
377,5630,21/11/2011  19:00:00 AM,LOCATION,,-28.1260414,153.4255251
378,29535,21/11/2011  19:00:00 AM,LOCATION,,-28.006297,153.353613
379,1049,22/11/2011 6:00,LOCATION,,-28.030336,153.403252
380,5237,22/11/2011 6:00,LOCATION,,-28.104892,153.461403
381,5241,22/11/2011 6:00,LOCATION,,-27.953372,153.376648
382,5258,22/11/2011 6:00,LOCATION,,-28.04632,153.420161
383,5320,22/11/2011 6:00,LOCATION,,-27.949808,153.353281
384,5467,22/11/2011 6:00,LOCATION,,-28.028164,153.426047
385,5629,22/11/2011 6:00,LOCATION,,-28.046667,153.420124
386,5630,22/11/2011 6:00,LOCATION,,-28.1260414,153.4255251
387,29535,22/11/2011 6:00,LOCATION,,-28.006297,153.353613
388,5629,22/11/2011 8:15,On site,M009008AU1-399-5803,-28.0844975,153.4487482
389,5237,22/11/2011 8:32,On site,M094122AU1-399-29259,-28.0168966,153.3735431
390,5237,22/11/2011 8:57,On site,M093645AU1-399-27581,-28.0168966,153.3735431
391,29535,22/11/2011 9:05,On site,M092941AU1-399-9859,-27.9673072,153.4145154
392,5237,22/11/2011 9:39,On site,M093645AU2-399-29828,-28.0168966,153.3735431
393,5237,22/11/2011 10:27,On site,M051143AU1-399-4397,-28.0032293,153.4169989
394,1049,22/11/2011 11:13,On site,M051130AU1-399-4604,-28.1649793,153.5468957
395,5258,22/11/2011 11:14,On site,M091714AU1-399-5173,-28.0061176,153.4311433
396,5237,22/11/2011 12:58,On site,M092951AU1-399-26445,-28.0839143,153.4026871
397,1049,22/11/2011 13:28,On site,M093668AU1-399-27712,-28.1868997,153.5228386
398,5241,22/11/2011 13:29,On site,M009895AU1-399-6231,-28.0045258,153.4175183
399,29535,22/11/2011 13:36,On site,M006313AU1-399-3130,-27.95150866,153.4092805
400,29535,22/11/2011 13:49,On site,M093697AU1-399-22753,-27.9391232,153.405887
401,5237,22/11/2011 13:55,On site,M094358AU1-399-30301,-28.079088,153.4137202
402,1049,22/11/2011 13:57,On site,M007587AU1-399-4367,-28.1754507,153.5395358
403,5629,22/11/2011 14:09,On site,M091781AU1-399-2292,-28.0842062,153.4497625
404,29535,22/11/2011 14:18,On site,M051107AU1-399-4106,-27.93616807,153.4057906
405,5467,22/11/2011 14:19,On site,M094146AU1-399-28694,-27.9780434,153.4255566
406,1049,22/11/2011 15:03,On site,M093065AU1-399-26652,-28.14656298,153.4967283
407,1049,22/11/2011 15:26,On site,M094057AU1-399-28482,-28.14629687,153.4977892
408,1049,22/11/2011  19:00:00 AM,LOCATION,,-28.030336,153.403252
409,5237,22/11/2011  19:00:00 AM,LOCATION,,-28.104892,153.461403
410,5241,22/11/2011  19:00:00 AM,LOCATION,,-27.953372,153.376648
411,5258,22/11/2011  19:00:00 AM,LOCATION,,-28.04632,153.420161
412,5320,22/11/2011  19:00:00 AM,LOCATION,,-27.949808,153.353281
413,5467,22/11/2011  19:00:00 AM,LOCATION,,-28.028164,153.426047
414,5629,22/11/2011  19:00:00 AM,LOCATION,,-28.046667,153.420124
415,5630,22/11/2011  19:00:00 AM,LOCATION,,-28.1260414,153.4255251
416,29535,22/11/2011  19:00:00 AM,LOCATION,,-28.006297,153.353613
417,1049,23/11/2011 6:00,LOCATION,,-28.030336,153.403252
418,5237,23/11/2011 6:00,LOCATION,,-28.104892,153.461403
419,5241,23/11/2011 6:00,LOCATION,,-27.953372,153.376648
420,5258,23/11/2011 6:00,LOCATION,,-28.04632,153.420161
421,5320,23/11/2011 6:00,LOCATION,,-27.949808,153.353281
422,5467,23/11/2011 6:00,LOCATION,,-28.028164,153.426047
423,5629,23/11/2011 6:00,LOCATION,,-28.046667,153.420124
424,5630,23/11/2011 6:00,LOCATION,,-28.1260414,153.4255251
425,29535,23/11/2011 6:00,LOCATION,,-28.006297,153.353613
426,5629,23/11/2011 7:23,On site,M094368AU1-399-29910,-28.0842062,153.4497625
427,5237,23/11/2011 7:30,On site,M094061AU1-399-28599,-28.0722791,153.4153916
428,5237,23/11/2011 8:13,On site,M091287AU1-399-23771,-28.0796192,153.3881251
429,5629,23/11/2011 8:54,On site,M091680AU1-399-24067,-28.0333847,153.4310338
430,5237,23/11/2011 9:14,On site,M093838AU1-399-28502,-28.07765961,153.380584
431,5467,23/11/2011 9:18,On site,M091067AU1-399-22917,-27.97126891,153.4072968
432,1049,23/11/2011 9:56,On site,M009618AU1-399-500,-28.1685326,153.5326056
433,5629,23/11/2011 10:04,On site,M051118AU1-399-3921,-28.0233321,153.4339627
434,5630,23/11/2011 10:05,On site,M093798AU1-399-27428,-28.1678255,153.5415008
435,5258,23/11/2011 10:06,On site,M090147AU1-399-9693,-28.0132104,153.4309306
436,5237,23/11/2011 10:13,On site,M094154AU1-399-29098,-28.077164,153.3793487
437,1049,23/11/2011 10:17,On site,M008809AU1-399-5601,-28.1722825,153.5282244
438,5320,23/11/2011 10:32,On site,M090194AU1-399-10032,-27.995944,153.4282739
439,5630,23/11/2011 10:34,On site,M090885AU1-399-22715,-28.1674652,153.5392522
440,5241,23/11/2011 10:39,On site,M009790AU1-399-6135,-27.99106285,153.4293614
441,1049,23/11/2011 11:01,On site,M051110AU1-399-3802,-28.1649557,153.5470277
442,5237,23/11/2011 11:23,On site,M093777AU1-399-27729,-28.0839143,153.4026871
443,5630,23/11/2011 11:49,On site,M094380AU1-399-29332,-28.1683513,153.5384803
444,5258,23/11/2011 12:02,On site,M006771AU1-399-3541,-28.0127966,153.431923
445,5629,23/11/2011 12:30,On site,M090140AU1-399-9861,-28.02045469,153.4324961
446,5237,23/11/2011 13:13,On site,M091547AU1-399-24296,-28.0768416,153.4105104
447,29535,23/11/2011 13:43,On site,M091342AU1-399-23782,-27.9391232,153.405887
448,5629,23/11/2011 14:14,On site,M008140AU1-399-4930,-28.0176985,153.428851
449,1049,23/11/2011 14:25,On site,M051139AU1-399-4339,-28.1674652,153.5392522
450,29535,23/11/2011 14:35,On site,M009846AU1-399-6188,-27.9289992,153.4058351
451,29535,23/11/2011 14:37,On site,M094382AU1-399-31039,-27.94506011,153.4101219
452,29535,23/11/2011 14:39,On site,M090038AU1-399-9508,-27.9213461,153.4065994
453,5467,23/11/2011 15:19,On site,M094436AU1-399-31233,-27.9203587,153.3296745
454,1049,23/11/2011  19:00:00 AM,LOCATION,,-28.030336,153.403252
455,5237,23/11/2011  19:00:00 AM,LOCATION,,-28.104892,153.461403
456,5241,23/11/2011  19:00:00 AM,LOCATION,,-27.953372,153.376648
457,5258,23/11/2011  19:00:00 AM,LOCATION,,-28.04632,153.420161
458,5320,23/11/2011  19:00:00 AM,LOCATION,,-27.949808,153.353281
459,5467,23/11/2011  19:00:00 AM,LOCATION,,-28.028164,153.426047
460,5629,23/11/2011  19:00:00 AM,LOCATION,,-28.046667,153.420124
461,5630,23/11/2011  19:00:00 AM,LOCATION,,-28.1260414,153.4255251
462,29535,23/11/2011  19:00:00 AM,LOCATION,,-28.006297,153.353613
463,1049,24/11/2011 6:00,LOCATION,,-28.030336,153.403252
464,5237,24/11/2011 6:00,LOCATION,,-28.104892,153.461403
465,5241,24/11/2011 6:00,LOCATION,,-27.953372,153.376648
466,5258,24/11/2011 6:00,LOCATION,,-28.04632,153.420161
467,5320,24/11/2011 6:00,LOCATION,,-27.949808,153.353281
468,5467,24/11/2011 6:00,LOCATION,,-28.028164,153.426047
469,5629,24/11/2011 6:00,LOCATION,,-28.046667,153.420124
470,5630,24/11/2011 6:00,LOCATION,,-28.1260414,153.4255251
471,29535,24/11/2011 6:00,LOCATION,,-28.006297,153.353613
472,5237,24/11/2011 8:05,On site,M093398AU1-399-26962,-28.0756236,153.4206712
473,5630,24/11/2011 8:22,On site,M090120AU2-399-4616,-28.17360924,153.5425965
474,5258,24/11/2011 8:42,On site,M008212AU1-399-4998,-28.0103207,153.4316446
475,5237,24/11/2011 8:42,On site,M094401AU1-399-29440,-28.0669978,153.4165346
476,5629,24/11/2011 9:20,On site,M006677AU1-399-3460,-28.0731517,153.4440146
477,5237,24/11/2011 9:34,On site,M092441AU1-399-24683,-28.0776308,153.4164931
478,29535,24/11/2011 9:35,On site,M090366AU1-399-10430,-27.86905039,153.377878
479,1049,24/11/2011 9:50,On site,L002528AU1-399-1170,-28.13555627,153.4880853
480,5258,24/11/2011 10:47,On site,M008364AU1-399-5145,-28.01127135,153.4307177
481,1049,24/11/2011 10:56,On site,M051108AU1-399-4068,-28.1555663,153.4724597
482,5629,24/11/2011 11:04,On site,M006058AU1-399-2927,-28.090182,153.4571747
483,1049,24/11/2011 11:17,On site,M090188AU1-399-107,-28.13425689,153.4805875
484,5630,24/11/2011 11:18,On site,M092314AU1-399-25230,-28.1683513,153.5384803
485,5258,24/11/2011 12:03,On site,M008261AU1-399-5050,-28.0084029,153.4278925
486,1049,24/11/2011 12:53,On site,M009286AU1-399-948,-28.11979101,153.4719543
487,5629,24/11/2011 12:54,On site,M008385AU2-399-5168,-28.0920427,153.4490784
488,1049,24/11/2011 13:39,On site,M090284AU1-399-6666,-28.1045423,153.463502
489,5258,24/11/2011 13:56,On site,M092011AU1-399-5448,-28.0054369,153.4280733
490,1049,24/11/2011 14:06,On site,M051135AU1-399-4535,-28.12197134,153.4731966
491,1049,24/11/2011 15:28,On site,M008941AU1-399-5738,-28.1669881,153.5255189
492,1049,24/11/2011  19:00:00 AM,LOCATION,,-28.030336,153.403252
493,5237,24/11/2011  19:00:00 AM,LOCATION,,-28.104892,153.461403
494,5241,24/11/2011  19:00:00 AM,LOCATION,,-27.953372,153.376648
495,5258,24/11/2011  19:00:00 AM,LOCATION,,-28.04632,153.420161
496,5320,24/11/2011  19:00:00 AM,LOCATION,,-27.949808,153.353281
497,5467,24/11/2011  19:00:00 AM,LOCATION,,-28.028164,153.426047
498,5629,24/11/2011  19:00:00 AM,LOCATION,,-28.046667,153.420124
499,5630,24/11/2011  19:00:00 AM,LOCATION,,-28.1260414,153.4255251
500,29535,24/11/2011  19:00:00 AM,LOCATION,,-28.006297,153.353613
501,1049,25/11/2011 6:00,LOCATION,,-28.030336,153.403252
502,5237,25/11/2011 6:00,LOCATION,,-28.104892,153.461403
503,5241,25/11/2011 6:00,LOCATION,,-27.953372,153.376648
504,5258,25/11/2011 6:00,LOCATION,,-28.04632,153.420161
505,5320,25/11/2011 6:00,LOCATION,,-27.949808,153.353281
506,5467,25/11/2011 6:00,LOCATION,,-28.028164,153.426047
507,5629,25/11/2011 6:00,LOCATION,,-28.046667,153.420124
508,5630,25/11/2011 6:00,LOCATION,,-28.1260414,153.4255251
509,29535,25/11/2011 6:00,LOCATION,,-28.006297,153.353613
510,5629,25/11/2011 8:01,On site,M092492AU1-399-25330,-28.0475893,153.4082633
511,5630,25/11/2011 9:07,On site,M090120AU1-399-9703,-28.1868997,153.5228386
512,5629,25/11/2011 9:30,On site,M093790AU1-399-29922,-28.02128119,153.4306515
513,1049,25/11/2011 9:41,On site,M008433AU1-399-5218,-28.1286501,153.4866861
514,5630,25/11/2011 10:21,On site,M051100AU1-399-3954,-28.1683513,153.5384803
515,5258,25/11/2011 10:39,On site,M051144AU1-399-4404,-28.0054369,153.4280733
516,5467,25/11/2011 11:07,On site,M009080AU1-399-5877,-27.9750701,153.4143342
517,29535,25/11/2011 11:25,On site,M091301AU1-399-23703,-27.9560361,153.4096651
518,5258,25/11/2011 11:41,On site,M006044AU1-399-2915,-28.0054369,153.4280733
519,5629,25/11/2011 12:24,On site,M091365AU1-399-24630,-28.0987918,153.4454813
520,5467,25/11/2011 13:00,On site,M093561AU1-399-27373,-27.9730301,153.4143461
521,5258,25/11/2011 13:08,On site,M009500AU1-399-182,-28.005414,153.4264169
522,5320,25/11/2011 13:20,On site,M094403AU1-399-29629,-28.00802913,153.4178795
523,5241,25/11/2011 13:21,On site,M009999AU1-399-6323,-27.9900417,153.4288117
524,5320,25/11/2011 13:25,On site,M094403AU2-399-29629,-28.00802913,153.4178795
525,5241,25/11/2011 13:51,On site,M008065AU1-399-4857,-28.0045258,153.4175183
526,5467,25/11/2011 13:51,On site,M009414AU1-399-48,-27.9796822,153.4252618
527,5629,25/11/2011 14:09,On site,M006694AU1-399-3473,-28.0802477,153.4482839
528,1049,25/11/2011  19:00:00 AM,LOCATION,,-28.030336,153.403252
529,5237,25/11/2011  19:00:00 AM,LOCATION,,-28.104892,153.461403
530,5241,25/11/2011  19:00:00 AM,LOCATION,,-27.953372,153.376648
531,5258,25/11/2011  19:00:00 AM,LOCATION,,-28.04632,153.420161
532,5320,25/11/2011  19:00:00 AM,LOCATION,,-27.949808,153.353281
533,5467,25/11/2011  19:00:00 AM,LOCATION,,-28.028164,153.426047
534,5629,25/11/2011  19:00:00 AM,LOCATION,,-28.046667,153.420124
535,5630,25/11/2011  19:00:00 AM,LOCATION,,-28.1260414,153.4255251
536,29535,25/11/2011  19:00:00 AM,LOCATION,,-28.006297,153.353613
537,1049,28/11/2011 6:00,LOCATION,,-28.030336,153.403252
538,5237,28/11/2011 6:00,LOCATION,,-28.104892,153.461403
539,5241,28/11/2011 6:00,LOCATION,,-27.953372,153.376648
540,5258,28/11/2011 6:00,LOCATION,,-28.04632,153.420161
541,5320,28/11/2011 6:00,LOCATION,,-27.949808,153.353281
542,5467,28/11/2011 6:00,LOCATION,,-28.028164,153.426047
543,5629,28/11/2011 6:00,LOCATION,,-28.046667,153.420124
544,5630,28/11/2011 6:00,LOCATION,,-28.1260414,153.4255251
545,29535,28/11/2011 6:00,LOCATION,,-28.006297,153.353613
546,5629,28/11/2011 8:57,On site,M009010AU1-400-5805,-28.0765085,153.4461261
547,5630,28/11/2011 9:17,On site,M090885AU1-400-22715,-28.1674652,153.5392522
548,5629,28/11/2011 12:57,On site,M008099AU1-400-4890,-28.0140079,153.4314083
549,29535,28/11/2011 13:20,On site,M093086AU1-400-26627,-27.93222091,153.4060187
550,29535,28/11/2011 16:11,On site,M092057AU1-400-26251,-27.943751,153.4050741
551,1049,28/11/2011  19:00:00 AM,LOCATION,,-28.030336,153.403252
552,5237,28/11/2011  19:00:00 AM,LOCATION,,-28.104892,153.461403
553,5241,28/11/2011  19:00:00 AM,LOCATION,,-27.953372,153.376648
554,5258,28/11/2011  19:00:00 AM,LOCATION,,-28.04632,153.420161
555,5320,28/11/2011  19:00:00 AM,LOCATION,,-27.949808,153.353281
556,5467,28/11/2011  19:00:00 AM,LOCATION,,-28.028164,153.426047
557,5629,28/11/2011  19:00:00 AM,LOCATION,,-28.046667,153.420124
558,5630,28/11/2011  19:00:00 AM,LOCATION,,-28.1260414,153.4255251
559,29535,28/11/2011  19:00:00 AM,LOCATION,,-28.006297,153.353613
560,1049,29/11/2011 6:00,LOCATION,,-28.030336,153.403252
561,5237,29/11/2011 6:00,LOCATION,,-28.104892,153.461403
562,5241,29/11/2011 6:00,LOCATION,,-27.953372,153.376648
563,5258,29/11/2011 6:00,LOCATION,,-28.04632,153.420161
564,5320,29/11/2011 6:00,LOCATION,,-27.949808,153.353281
565,5467,29/11/2011 6:00,LOCATION,,-28.028164,153.426047
566,5629,29/11/2011 6:00,LOCATION,,-28.046667,153.420124
567,5630,29/11/2011 6:00,LOCATION,,-28.1260414,153.4255251
568,29535,29/11/2011 6:00,LOCATION,,-28.006297,153.353613
569,5258,29/11/2011 6:55,On site,M093824AU1-400-29814,-28.0048769,153.4291363
570,5467,29/11/2011 8:22,On site,M051155AU1-400-7258,-27.9673072,153.4145154
571,5629,29/11/2011 8:52,On site,M090140AU1-400-9861,-28.02045469,153.4324961
572,1049,29/11/2011 9:34,On site,M091169AU1-400-23530,-28.17026198,153.5391815
573,1049,29/11/2011 10:11,On site,M051428AU1-400-7206,-28.1649735,153.5505646
574,1049,29/11/2011 10:31,On site,M051088AU1-400-4184,-28.17082624,153.5336907
575,1049,29/11/2011 11:00,On site,M006765AU1-400-3537,-28.16763973,153.5337407
576,5629,29/11/2011 12:33,On site,M051438AU1-400-26687,-28.0802477,153.4482839
577,1049,29/11/2011 13:15,On site,M091389AU1-400-23760,-28.1778602,153.5409291
578,1049,29/11/2011 14:13,On site,M051139AU1-400-4339,-28.1674652,153.5392522
579,29535,29/11/2011 15:25,On site,M009153AU1-400-5952,-27.8335086,153.4213208
580,29535,29/11/2011 15:26,On site,M090442AU1-400-22028,-27.8335086,153.4213208
581,5241,29/11/2011 16:03,On site,M009843AU1-400-6185,-27.9981163,153.4267001
582,1049,29/11/2011  19:00:00 AM,LOCATION,,-28.030336,153.403252
583,5237,29/11/2011  19:00:00 AM,LOCATION,,-28.104892,153.461403
584,5241,29/11/2011  19:00:00 AM,LOCATION,,-27.953372,153.376648
585,5258,29/11/2011  19:00:00 AM,LOCATION,,-28.04632,153.420161
586,5320,29/11/2011  19:00:00 AM,LOCATION,,-27.949808,153.353281
587,5467,29/11/2011  19:00:00 AM,LOCATION,,-28.028164,153.426047
588,5629,29/11/2011  19:00:00 AM,LOCATION,,-28.046667,153.420124
589,5630,29/11/2011  19:00:00 AM,LOCATION,,-28.1260414,153.4255251
590,29535,29/11/2011  19:00:00 AM,LOCATION,,-28.006297,153.353613
591,1049,30/11/2011 6:00,LOCATION,,-28.030336,153.403252
592,5237,30/11/2011 6:00,LOCATION,,-28.104892,153.461403
593,5241,30/11/2011 6:00,LOCATION,,-27.953372,153.376648
594,5258,30/11/2011 6:00,LOCATION,,-28.04632,153.420161
595,5320,30/11/2011 6:00,LOCATION,,-27.949808,153.353281
596,5467,30/11/2011 6:00,LOCATION,,-28.028164,153.426047
597,5629,30/11/2011 6:00,LOCATION,,-28.046667,153.420124
598,5630,30/11/2011 6:00,LOCATION,,-28.1260414,153.4255251
599,29535,30/11/2011 6:00,LOCATION,,-28.006297,153.353613
600,5258,30/11/2011 6:38,On site,M006044AU1-400-1111291050,-28.0054369,153.4280733
601,5467,30/11/2011 8:59,On site,M008195AU1-400-4983,-27.9808439,153.4290673
602,5258,30/11/2011 10:30,On site,M009500AU1-400-182,-28.005414,153.4264169
603,5241,30/11/2011 10:39,On site,M009754AU1-400-6105,-27.995065,153.4289246
604,5258,30/11/2011 11:46,On site,M091376AU1-400-6058,-28.0105513,153.4295441
605,5630,30/11/2011 12:06,On site,M051100AU1-400-3954,-28.1683513,153.5384803
606,5241,30/11/2011 12:42,On site,M009147AU1-400-5946,-27.9833366,153.4292688
607,29535,30/11/2011 13:49,On site,M093638AU1-400-25784,-27.91938889,153.4055362
608,5320,30/11/2011 14:17,On site,M009667AU1-400-5685,-28.0011707,153.4283167
609,5629,30/11/2011 14:52,On site,M009182AU1-400-5981,-28.0749511,153.4449785
610,29535,30/11/2011 15:16,On site,M094382AU1-400-31039,-27.94506011,153.4101219
611,29535,30/11/2011 15:33,On site,M051424AU1-400-4372,-27.9026443,153.4014281
612,5629,30/11/2011 15:52,On site,M094368AU1-400-29910,-28.0842062,153.4497625
613,1049,30/11/2011  19:00:00 AM,LOCATION,,-28.030336,153.403252
614,5237,30/11/2011  19:00:00 AM,LOCATION,,-28.104892,153.461403
615,5241,30/11/2011  19:00:00 AM,LOCATION,,-27.953372,153.376648
616,5258,30/11/2011  19:00:00 AM,LOCATION,,-28.04632,153.420161
617,5320,30/11/2011  19:00:00 AM,LOCATION,,-27.949808,153.353281
618,5467,30/11/2011  19:00:00 AM,LOCATION,,-28.028164,153.426047
619,5629,30/11/2011  19:00:00 AM,LOCATION,,-28.046667,153.420124
620,5630,30/11/2011  19:00:00 AM,LOCATION,,-28.1260414,153.4255251
621,29535,30/11/2011  19:00:00 AM,LOCATION,,-28.006297,153.353613
622,1049,1/12/2011 6:00,LOCATION,,-28.030336,153.403252
623,5237,1/12/2011 6:00,LOCATION,,-28.104892,153.461403
624,5241,1/12/2011 6:00,LOCATION,,-27.953372,153.376648
625,5258,1/12/2011 6:00,LOCATION,,-28.04632,153.420161
626,5320,1/12/2011 6:00,LOCATION,,-27.949808,153.353281
627,5467,1/12/2011 6:00,LOCATION,,-28.028164,153.426047
628,5629,1/12/2011 6:00,LOCATION,,-28.046667,153.420124
629,5630,1/12/2011 6:00,LOCATION,,-28.1260414,153.4255251
630,29535,1/12/2011 6:00,LOCATION,,-28.006297,153.353613
631,5258,1/12/2011 6:57,On site,M091714AU1-400-5173,-28.0061176,153.4311433
632,5629,1/12/2011 8:23,On site,M092492AU1-400-25330,-28.0475893,153.4082633
633,5630,1/12/2011 8:40,On site,M091924AU1-400-4167,-28.1683513,153.5384803
634,5630,1/12/2011 10:35,On site,M093758AU1-400-27428,-28.1678255,153.5415008
635,5258,1/12/2011 13:20,On site,M090021AU1-400-9098,-28.0054369,153.4280733
636,5241,1/12/2011 14:14,On site,M008394AU1-400-5177,-27.8335086,153.4213208
637,5241,1/12/2011 14:17,On site,M009047AU1-400-5843,-27.99725499,153.4273724
638,1049,1/12/2011 14:34,On site,M051094AU1-400-4223,-28.1868997,153.5228386
639,5629,1/12/2011 14:54,On site,M094648AU1-400-31405,-28.0861693,153.4507434
640,5629,1/12/2011 15:42,On site,M006343AU1-400-3156,-28.09002512,153.4561474
641,1049,1/12/2011  19:00:00 AM,LOCATION,,-28.030336,153.403252
642,5237,1/12/2011  19:00:00 AM,LOCATION,,-28.104892,153.461403
643,5241,1/12/2011  19:00:00 AM,LOCATION,,-27.953372,153.376648
644,5258,1/12/2011  19:00:00 AM,LOCATION,,-28.04632,153.420161
645,5320,1/12/2011  19:00:00 AM,LOCATION,,-27.949808,153.353281
646,5467,1/12/2011  19:00:00 AM,LOCATION,,-28.028164,153.426047
647,5629,1/12/2011  19:00:00 AM,LOCATION,,-28.046667,153.420124
648,5630,1/12/2011  19:00:00 AM,LOCATION,,-28.1260414,153.4255251
649,29535,1/12/2011  19:00:00 AM,LOCATION,,-28.006297,153.353613
650,1049,2/12/2011 6:00,LOCATION,,-28.030336,153.403252
651,5237,2/12/2011 6:00,LOCATION,,-28.104892,153.461403
652,5241,2/12/2011 6:00,LOCATION,,-27.953372,153.376648
653,5258,2/12/2011 6:00,LOCATION,,-28.04632,153.420161
654,5320,2/12/2011 6:00,LOCATION,,-27.949808,153.353281
655,5467,2/12/2011 6:00,LOCATION,,-28.028164,153.426047
656,5629,2/12/2011 6:00,LOCATION,,-28.046667,153.420124
657,5630,2/12/2011 6:00,LOCATION,,-28.1260414,153.4255251
658,29535,2/12/2011 6:00,LOCATION,,-28.006297,153.353613
659,1049,2/12/2011 7:37,On site,M090120AU4-400-945,-28.2123942,153.533988
660,5467,2/12/2011 8:23,On site,M051157AU1-400-7266,-27.9680016,153.4130352
661,5241,2/12/2011 9:22,On site,M090408AU1-400-21948,-27.9781408,153.4276735
662,5241,2/12/2011 10:07,On site,M005725AU1-400-2683,-27.98212399,153.4278635
663,5467,2/12/2011 10:36,On site,L001980AU1-400-31040,-27.93850844,153.4059198
664,5241,2/12/2011 12:00,On site,M008391AU1-400-5174,-28.0045258,153.4175183
665,1049,2/12/2011 12:57,On site,M008433AU1-400-5218,-28.1286501,153.4866861
666,5467,2/12/2011 13:44,On site,M092422AU1-400-26453,-27.9657292,153.4129579
667,5241,2/12/2011 15:08,On site,M009175AU1-400-5973,-27.98141766,153.4256688
668,1049,2/12/2011  19:00:00 AM,LOCATION,,-28.030336,153.403252
669,5237,2/12/2011  19:00:00 AM,LOCATION,,-28.104892,153.461403
670,5241,2/12/2011  19:00:00 AM,LOCATION,,-27.953372,153.376648
671,5258,2/12/2011  19:00:00 AM,LOCATION,,-28.04632,153.420161
672,5320,2/12/2011  19:00:00 AM,LOCATION,,-27.949808,153.353281
673,5467,2/12/2011  19:00:00 AM,LOCATION,,-28.028164,153.426047
674,5629,2/12/2011  19:00:00 AM,LOCATION,,-28.046667,153.420124
675,5630,2/12/2011  19:00:00 AM,LOCATION,,-28.1260414,153.4255251
676,29535,2/12/2011  19:00:00 AM,LOCATION,,-28.006297,153.353613
